time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1780996550828496600,0.07649658203125,1.3764862903459318,0.5698418266587462,0.40907581596808795,-0.21264555081743516,0.6106044478737743,0.36755889092144123,1.48849083104956
1780996550838558700,0.086558837890625,1.3766264274450637,0.5697693480154068,0.4091947025646652,-0.21229755267525016,0.6104897999955108,0.36772937385797505,1.4885852723739608
1780996550848619800,0.096619873046875,1.3763097897539271,0.5697317064711168,0.409247521210333,-0.2116571589815135,0.6104046345447833,0.3678701646491141,1.4887203103537001
1780996550858680800,0.106680908203125,1.3755034128115902,0.5697036925859672,0.4092595171867185,-0.2106584659894609,0.6103610511035495,0.36797268018450213,1.4888286704917453
1780996550868742700,0.11674267578125,1.374250823203985,0.5696429582486976,0.4092836837141221,-0.20922598790885738,0.610351121676351,0.3680559769869883,1.4888349861900247
1780996550878803700,0.1268037109375,1.372629316054602,0.5695509804469183,0.40932432946091735,-0.20740008426270548,0.6103627530198971,0.36813404130529415,1.4887714810178936
1780996550888864800,0.13686474609375,1.3712509411498006,0.5694984565491684,0.4093337198417601,-0.2058620498861441,0.6103540438229115,0.36821930221895,1.4888041625626665
1780996550898926800,0.1469267578125,1.369771217022618,0.5694665164592023,0.4093213635916432,-0.20421033210477574,0.6103217686687684,0.3683357635733735,1.4889323677479642
1780996550908987600,0.156987548828125,1.3683816712412507,0.5694570009446475,0.4093027350746123,-0.20253584208296396,0.6102275199326073,0.368527257498598,1.4892273565103618
1780996550919048400,0.16704833984375,1.3671407564007516,0.5694829610753721,0.40926324678203235,-0.20095038748302144,0.6100790120398765,0.36877689531332875,1.4896922097988772
1780996550929110800,0.17711083984375,1.366234746543147,0.5695455343022463,0.40920633604719236,-0.19967208512439785,0.609885836833616,0.36906282035807736,1.4902910321637306
1780996550939171600,0.187171630859375,1.3662334294415206,0.5696451567144397,0.4091442255479203,-0.1993627382579594,0.6096814676029716,0.36931565793838744,1.4909118044395475
1780996550949232600,0.197232666015625,1.3660908047749072,0.5697112018324021,0.40911019445836266,-0.1988874702418915,0.6094977980610087,0.3695544400395722,1.4914335037197355
1780996550959294500,0.20729443359375,1.3650213636683506,0.5697221591495357,0.40909356580664835,-0.19746658290460734,0.6093590347894413,0.3697846513006034,1.4918294133578605
1780996550969355500,0.21735546875,1.3637215103702043,0.5696985497135273,0.40909294683681735,-0.19588952963313808,0.6092803233297817,0.3699515144770183,1.492052971850257
1780996550979416600,0.22741650390625,1.362315072725926,0.5696471901851373,0.40910789156150346,-0.19426874406320555,0.609249928980733,0.3700641077375867,1.4921289080400797
1780996550989478700,0.237478759765625,1.3605845562424095,0.5695574084591309,0.40914145074593805,-0.19236799870201526,0.609271194630221,0.37013007891352795,1.4920480979746216
1780996550999539700,0.247539794921875,1.359063458949163,0.569427727764885,0.40921661882790566,-0.1906983449216958,0.6093371600129889,0.3701380153404167,1.4917846779419386
1780996551009600500,0.2576005859375,1.3570313126782647,0.5692591400668972,0.40930356202690726,-0.18855526801434255,0.6094529585286887,0.3701104934252765,1.4913830277862596
1780996551019662600,0.26766259765625,1.3552209717383974,0.5691009307687611,0.40938143511871333,-0.18670727113721666,0.6095858645530469,0.37004864911456176,1.490948553174812
1780996551029723600,0.2777236328125,1.3544706980308596,0.5689956412959036,0.40945025766640347,-0.1859279834552362,0.609673067335697,0.3699909854074408,1.4906305484247477
1780996551039784700,0.28778466796875,1.354788661169416,0.5689528531067471,0.4095078425612977,-0.1861753896058922,0.6096854233946319,0.3699727422188967,1.4905002437049832
1780996551049846500,0.297846435546875,1.3556259449972754,0.5689311848249125,0.40957638235696736,-0.1868433366647574,0.6096402187528178,0.37000450665955825,1.4904862480045935
1780996551059907600,0.307907470703125,1.3561725344869675,0.568894669612124,0.4096567509924531,-0.18712392481629053,0.6095736262976713,0.37008137044361905,1.4905131594964522
1780996551069968600,0.31796875,1.3558155998305428,0.5687963559433233,0.40976638709719465,-0.1864187143960695,0.6095346066216117,0.3701754442512081,1.4904383509071748
1780996551080030700,0.32803076171875,1.3541357287941609,0.5686779039250159,0.4098333567742113,-0.1844919077717889,0.6095537627321695,0.3702517766141793,1.490308077056766
1780996551090091800,0.338091796875,1.3515197726709705,0.5685585196824223,0.4098501231027633,-0.18177861999068223,0.6096304865560421,0.3702901018331894,1.4901283358130448
1780996551100152800,0.34815283203125,1.348421293836982,0.5684199047435775,0.4098648733413775,-0.1785830249087006,0.609726254922043,0.37032895292131646,1.489913143775934
1780996551110214700,0.358214599609375,1.345961233047791,0.5682719547683022,0.40991634697527923,-0.1759794058012514,0.6098121521345269,0.3703576643379458,1.4896520493507153
1780996551120275700,0.368275634765625,1.3444627627968746,0.5681389104863157,0.40998894112037326,-0.17435763630051815,0.6098895477842534,0.37035380446381627,1.489360001801492
1780996551130336800,0.378336669921875,1.3437492208976078,0.568040755977559,0.41005002322534145,-0.1736207459379637,0.6099716784162741,0.3703015352966153,1.4890649876793878
1780996551140398800,0.38839892578125,1.343276794162461,0.5679812560415279,0.41007183681921666,-0.1732649550704627,0.6100696828747565,0.37020707409440673,1.4887889510620291
1780996551150459600,0.398459716796875,1.3426395167103142,0.5679327771324657,0.4100786367795287,-0.17273327033679256,0.6101540636886272,0.3701348082849666,1.488575102377095
1780996551160520400,0.4085205078125,1.3417684455971906,0.5678555292098907,0.41011736920313613,-0.17181413981624497,0.6102085354233111,0.3701207702275632,1.4883896974137332
1780996551170581500,0.41858154296875,1.3411313285912723,0.5677556743008735,0.41020172354284623,-0.17096793107061115,0.6102229118748876,0.3701568049307308,1.4882254351354536
1780996551180643600,0.4286435546875,1.3411688587259698,0.5676444048139421,0.410336384845817,-0.1706597953978926,0.6101957019899693,0.3702230935690551,1.4880728475496716
1780996551190704600,0.43870458984375,1.3418238864734517,0.5675545070637161,0.41048191374885856,-0.17091681800226308,0.6101281729380321,0.3703108335287663,1.4879933057777655
